Postcode,A,B,C,D,E,F,G,H
DG11 3EG,17,3,0,0,0,0,0,0
DG11 3EH,12,12,8,0,0,0,0,0
DG11 3EJ,3,0,0,0,0,3,0,0
DG11 3EL,11,0,2,0,0,0,0,0
DG11 3EN,4,8,4,1,4,0,0,0
DG11 3EP,0,0,0,1,1,0,0,0
DG11 3EQ,4,17,0,0,0,0,0,0
DG11 3ER,0,0,1,0,2,2,0,0
DG11 3ES,0,0,2,3,2,0,0,0
DG11 3ET,0,1,1,3,3,0,0,0
DG11 3EU,0,0,4,1,4,1,0,0
DG11 3EW,0,0,2,0,0,0,0,0
DG11 3EX,0,1,0,1,0,2,1,0
DG11 3EY,0,4,6,6,11,4,7,0
DG11 3EZ,0,0,0,0,1,1,0,0
DG11 3FW,0,0,0,1,1,0,0,0
DG11 3HA,0,3,4,3,3,0,1,0
DG11 3HB,0,0,0,0,0,1,0,0
DG11 3HD,0,0,2,1,4,0,0,0
DG11 3HE,0,0,0,3,0,0,1,0
DG11 3HF,0,0,0,2,1,0,0,0
DG11 3HG,0,0,1,1,0,0,0,0
DG11 3HH,0,0,0,1,2,2,0,0
DG11 3HJ,0,0,0,1,0,2,0,0
DG11 3HL,0,1,1,2,0,0,0,0
DG11 3HN,0,0,0,0,1,0,0,0
DG11 3HP,0,0,1,1,1,0,0,0
DG11 3HQ,0,1,0,1,3,1,1,0
DG11 3HR,0,1,1,3,1,0,0,0
DG11 3HT,0,6,0,0,0,0,0,0
DG11 3HW,1,1,0,3,2,1,2,0
DG11 3JA,0,1,0,1,0,1,0,0
DG11 3JB,0,2,0,1,0,0,1,0
DG11 3JD,0,3,0,1,1,0,0,0
DG11 3JE,0,2,0,1,1,0,0,0
DG11 3JF,1,1,0,1,2,2,1,0
DG11 3JG,0,0,1,0,1,0,0,0
DG11 3JH,1,4,0,2,5,0,0,0
DG11 3JJ,1,2,0,2,3,0,0,0
DG11 3JL,0,2,3,1,1,0,1,0
DG11 3JN,0,0,0,0,2,1,0,0
DG11 3JP,1,0,0,1,2,0,0,0
DG11 3JQ,0,1,4,1,0,0,0,0
DG11 3JR,1,0,0,1,1,0,0,0
DG11 3JS,0,1,1,0,1,0,0,0
DG11 3JT,0,0,1,1,1,0,1,0
DG11 3JU,0,0,0,0,1,0,0,0
DG11 3JW,0,1,3,2,2,1,2,0
DG11 3JX,0,0,0,0,2,0,0,0
DG11 3JY,0,1,0,4,3,0,0,0
DG11 3JZ,0,0,0,2,1,0,0,0
DG11 3LE,0,3,0,0,0,0,0,0
DG11 3LG,7,4,4,1,2,0,0,0
DG11 3LH,0,1,0,3,1,1,0,0
DG11 3LJ,0,0,0,1,0,1,0,0
DG11 3LL,0,0,3,4,1,1,0,0
DG11 3LN,0,0,0,0,0,0,1,0
DG11 3LP,0,0,3,3,0,0,0,0
DG11 3LQ,0,1,2,0,0,1,0,0
DG11 3LR,0,1,3,0,1,0,0,0
DG11 3LS,0,0,2,1,1,0,0,0
DG11 3LT,0,0,1,3,4,1,2,0
DG11 3LU,0,0,1,0,3,0,1,0
DG11 3LW,0,2,1,0,1,0,0,0
DG11 3LX,0,3,1,0,0,0,0,0
DG11 3LY,0,0,0,0,0,1,0,0
DG11 3LZ,0,5,3,5,9,4,2,0
DG11 3NA,0,0,0,0,0,0,0,0
DG11 3NB,0,0,0,0,4,0,0,0
DG11 3ND,0,0,2,2,3,1,1,0
DG11 3NE,0,2,3,10,4,4,1,0
DG11 3NF,0,1,11,8,3,3,0,0
DG11 3NG,1,0,2,1,0,0,0,0
DG11 3NH,0,0,1,0,1,0,3,0
DG11 3NJ,0,1,1,2,1,0,0,0
DG11 3NL,0,0,1,0,0,0,0,0
DG11 3NN,2,0,0,0,1,1,0,0
DG11 3NQ,1,0,2,0,3,3,0,0
DG11 3NS,2,15,3,0,0,0,7,0
DG11 3NT,0,3,3,2,4,0,0,0
DG11 3NU,0,0,0,2,4,2,1,0
DG11 3NX,0,0,0,1,0,0,0,0
DG11 3NY,0,1,5,0,2,2,1,0
DG11 3NZ,0,2,0,2,3,1,0,0
DG11 3PA,1,5,0,4,8,1,0,0
DG11 3PB,0,0,4,0,0,0,0,0
DG11 3PD,1,9,4,8,12,0,1,0
DG11 3PE,8,2,0,0,0,0,0,0
DG11 3PF,0,0,4,2,2,0,0,0
DG11 3PG,0,4,0,0,0,0,1,0
DG11 3PH,0,2,10,6,13,9,4,0
DG12 5RA,1,4,3,0,0,0,0,0
DG12 5RB,0,0,1,0,0,0,0,0
DG12 5RD,1,0,2,0,1,0,0,0
DG12 5RE,0,0,0,0,1,0,0,0
DG12 5RF,3,1,2,0,1,0,0,0
DG12 5RG,6,3,0,0,2,0,0,0
DG12 5RH,0,2,4,0,0,0,0,0
DG12 5RJ,0,3,1,0,0,0,1,0
DG12 5RL,0,0,0,0,0,0,0,0
DG12 5RN,0,6,0,0,0,0,0,0
DG12 5RP,2,0,7,1,1,0,4,0
DG12 5RQ,0,0,0,0,1,0,0,0
DG12 5RR,0,1,1,0,1,0,0,0
DG12 5RS,0,0,3,5,0,0,0,0
DG12 5RT,0,1,0,2,1,0,0,0
DG12 5YB,0,0,0,0,0,0,0,0
DG12 6AA,0,2,4,0,0,0,2,0
DG12 6AB,0,0,0,0,0,0,0,0
DG12 6AD,2,2,2,0,0,0,0,0
DG12 6AG,0,0,1,1,0,0,0,0
DG12 6AJ,0,0,0,0,0,0,0,0
DG12 6AL,0,0,0,0,0,0,0,0
DG12 6AN,0,0,0,0,0,0,0,0
DG12 6AP,0,0,0,0,0,0,0,0
DG12 6AQ,0,0,0,0,0,0,0,0
DG12 6AR,0,0,0,0,0,0,0,0
DG12 6AS,1,0,1,0,0,0,13,0
DG12 6AT,1,1,0,0,1,0,0,0
DG12 6AU,0,0,0,0,0,0,0,0
DG12 6AW,3,4,1,0,5,7,0,0
DG12 6AY,0,0,0,1,29,1,0,0
DG12 6AZ,12,0,0,0,2,0,0,0
DG12 6BA,4,0,0,0,0,0,1,0
DG12 6BB,0,0,0,4,1,0,1,0
DG12 6BD,6,5,0,7,9,2,0,0
DG12 6BE,0,0,0,0,6,3,0,0
DG12 6BF,0,2,1,0,0,0,0,0
DG12 6BG,3,4,2,2,0,0,0,0
DG12 6BH,2,3,5,3,3,0,0,0
DG12 6BJ,0,0,0,1,0,0,0,0
DG12 6BN,4,5,0,3,2,1,0,0
DG12 6BQ,5,7,2,3,0,0,0,0
DG12 6BR,0,0,0,0,0,1,0,0
DG12 6BS,0,1,2,0,0,1,0,0
DG12 6BT,2,9,0,0,0,0,1,0
DG12 6BU,0,32,2,0,0,0,0,0
DG11 3PJ,0,0,6,0,0,0,0,0
DG11 3PL,0,0,0,1,5,1,1,0
DG11 3PN,0,24,3,1,1,1,2,0
DG11 3PP,0,0,1,1,8,8,0,0
DG11 3PQ,0,1,2,8,7,3,2,0
DG11 3PR,0,7,1,0,0,0,0,0
DG11 3PW,7,14,3,0,0,0,4,0
DG11 3PZ,0,0,0,0,4,8,0,0
DG11 3YE,0,0,0,0,0,0,0,0
DG11 9AB,0,0,0,0,0,0,0,0
DG12 5AA,1,2,2,0,0,0,1,0
DG12 5AB,2,0,4,2,0,0,1,0
DG12 5AD,8,0,0,0,0,0,0,0
DG12 5AE,4,0,0,0,0,0,0,0
DG12 5AG,3,14,1,3,8,0,2,0
DG12 5AH,0,6,0,0,0,0,0,0
DG12 5AJ,0,0,0,0,15,0,0,0
DG12 5AL,4,0,0,0,0,0,0,0
DG12 5AN,2,0,0,0,0,0,0,0
DG12 5AP,12,0,1,0,0,0,0,0
DG12 5AQ,0,0,0,0,0,0,0,0
DG12 5AR,2,1,0,1,0,0,0,0
DG12 5AS,18,8,0,1,0,0,1,0
DG12 5AT,24,37,0,0,0,0,2,0
DG12 5AU,10,19,0,0,0,0,2,0
DG12 5AW,12,6,1,0,0,0,0,0
DG12 5AX,0,31,5,0,0,0,0,0
DG12 5AY,4,3,0,0,0,0,0,0
DG12 5AZ,19,1,0,0,0,0,1,0
DG12 5BA,0,0,0,1,0,0,0,0
DG12 5BB,12,0,2,0,0,0,0,0
DG12 5BD,0,0,0,1,2,0,0,0
DG12 5BE,2,13,4,1,0,0,0,0
DG12 5BG,2,0,2,1,0,0,0,0
DG12 5BH,0,0,2,1,0,0,0,0
DG12 5BJ,0,4,0,0,0,0,0,0
DG12 5BL,12,8,2,0,0,0,3,0
DG12 5BN,8,0,0,1,0,0,0,0
DG12 5BP,7,1,2,2,0,0,0,0
DG12 5BQ,0,0,2,1,0,0,1,0
DG12 5BW,0,1,6,0,0,0,0,0
DG12 5DA,18,5,0,1,0,0,1,0
DG12 5DB,20,0,0,0,0,0,0,0
DG12 5DD,1,0,3,2,0,0,0,0
DG12 5DE,0,22,0,0,0,0,3,0
DG12 5DF,5,2,2,2,1,1,0,0
DG12 5DG,12,8,3,7,0,0,2,0
DG12 5DH,0,8,9,0,0,0,18,0
DG12 5DJ,0,8,5,0,0,0,0,0
DG12 5DL,0,13,1,0,0,0,0,0
DG12 5DN,0,18,2,0,0,0,0,0
DG12 5DP,0,6,2,0,0,0,1,0
DG12 5DQ,0,0,2,7,8,1,1,0
DG12 5DR,0,6,2,0,0,0,0,0
DG12 5DS,0,10,0,0,0,0,0,0
DG12 5DT,0,14,0,0,1,0,2,0
DG12 5DU,0,18,0,0,0,0,2,0
DG12 5DW,0,4,0,0,0,0,0,0
DG12 5DX,0,12,0,0,0,0,0,0
DG12 5DY,0,13,2,2,0,0,2,0
DG12 5DZ,0,4,0,0,0,0,0,0
DG12 5EA,0,6,0,0,0,0,0,0
DG12 5EB,0,11,1,0,0,0,0,0
DG12 5ED,0,0,0,6,0,0,0,0
DG12 5EE,20,14,4,0,0,0,0,0
DG12 5EF,0,16,2,0,0,0,0,0
DG12 5EG,0,10,0,0,0,0,0,0
DG12 5EH,0,21,1,0,0,0,1,0
DG12 5EJ,6,2,0,0,0,0,0,0
DG12 5EL,0,23,1,0,0,0,3,0
DG12 5EN,0,20,0,0,0,0,8,0
DG12 5EP,0,10,0,0,0,0,0,0
DG12 5EQ,0,20,0,0,0,0,0,0
DG12 5ER,0,8,0,0,0,0,2,0
DG12 5ES,0,0,0,7,7,0,0,0
DG12 5ET,0,0,2,2,6,0,0,0
DG12 5EU,0,0,7,10,2,0,0,0
DG12 5EW,0,15,1,0,0,0,1,0
DG12 5EX,0,0,0,0,11,1,0,0
DG12 5EY,0,0,12,16,6,0,0,0
DG12 5EZ,0,0,3,5,54,10,1,0
DG12 5FB,0,0,0,2,9,0,0,0
DG12 5GZ,0,0,4,8,12,5,2,0
DG12 5HA,6,0,0,0,0,0,6,0
DG12 5HB,0,0,0,2,0,0,0,0
DG12 5HD,0,0,16,12,4,0,0,0
DG12 5HE,0,10,0,0,0,0,1,0
DG12 5HF,0,0,0,2,8,1,0,0
DG12 5HG,0,23,0,0,0,0,1,0
DG12 5HH,0,4,1,3,3,1,0,0
DG12 5HJ,0,0,0,4,1,0,0,0
DG12 5HL,0,0,5,25,10,0,0,0
DG12 5HN,0,6,0,0,0,0,0,0
DG12 5HP,0,0,5,12,13,3,0,0
DG12 5HQ,0,24,0,0,0,0,0,0
DG12 5HR,0,22,3,0,0,0,1,0
DG12 5HS,0,0,0,5,19,2,0,0
DG12 5HT,0,0,0,2,17,0,0,0
DG12 5HU,33,3,1,0,0,0,0,0
DG12 5HW,10,0,0,0,0,0,0,0
DG12 5HX,11,7,2,0,0,0,0,0
DG12 5HY,18,4,0,0,0,0,0,0
DG12 5HZ,0,4,3,2,2,0,0,0
DG12 5JA,8,18,1,0,0,0,0,0
DG12 5JB,8,19,4,0,0,0,5,0
DG12 5JD,0,4,4,0,0,0,0,0
DG12 5JE,0,1,0,5,11,0,0,0
DG12 5JF,0,0,0,14,0,0,0,0
DG12 5JG,0,14,0,0,0,0,0,0
DG12 5JH,0,40,0,0,0,0,0,0
DG12 5JJ,0,21,0,0,0,0,0,0
DG12 5JL,0,51,0,0,0,0,0,0
DG12 5JN,0,25,0,0,0,0,0,0
DG12 5JP,12,27,3,0,0,0,4,0
DG12 5JQ,0,51,0,0,0,0,0,0
DG12 5JR,0,30,2,2,2,0,0,0
DG12 5JS,0,22,0,0,0,0,0,0
DG12 5JT,5,19,0,0,0,0,1,0
DG12 5JU,0,35,1,0,0,0,0,0
DG12 5JW,0,8,0,0,0,0,0,0
DG12 5JX,0,37,3,0,0,0,0,0
DG12 5JY,0,26,4,0,0,0,0,0
DG12 5JZ,0,12,0,0,0,0,0,0
DG12 5LA,0,12,0,0,0,0,0,0
DG12 5LB,0,23,1,0,0,0,1,0
DG12 5LD,8,19,0,0,0,0,1,0
DG12 5LF,20,4,0,0,0,0,0,0
DG12 5LH,0,0,0,0,23,2,0,0
DG12 5LJ,0,0,1,3,0,0,1,0
DG12 5LL,0,6,3,1,3,1,2,0
DG12 5LN,3,2,5,4,9,3,2,0
DG12 5LP,0,3,1,0,2,2,2,0
DG12 5LQ,0,0,7,4,12,3,0,0
DG12 5LR,3,7,2,0,0,0,0,0
DG12 5LS,2,1,1,0,0,0,2,0
DG12 5LT,1,0,1,2,0,0,3,0
DG12 5LU,2,3,1,5,3,0,1,0
DG12 5LW,1,2,2,2,0,0,2,0
DG12 5LX,1,1,0,1,0,0,3,0
DG12 5LY,3,5,4,5,0,0,0,0
DG12 5LZ,0,3,2,0,0,0,6,0
DG12 5NA,1,11,0,2,1,0,0,0
DG12 5NB,0,8,0,0,0,0,0,0
DG12 5ND,0,35,1,0,0,0,7,0
DG12 5NE,1,1,1,0,0,0,0,0
DG12 5NF,6,0,0,0,0,0,0,0
DG12 5NG,0,2,0,2,0,0,0,0
DG12 5NH,0,0,1,1,0,1,0,0
DG12 5NJ,0,0,1,1,0,0,0,0
DG12 5NL,0,0,2,0,0,0,0,0
DG12 5NN,0,0,1,1,0,0,1,0
DG12 5NP,0,1,0,0,0,0,0,0
DG12 5NQ,1,1,0,0,0,0,1,0
DG12 5NS,0,0,0,0,4,1,1,0
DG12 5NW,0,2,4,2,2,0,0,0
DG12 5NX,1,0,0,0,0,0,0,0
DG12 5NY,0,3,0,1,1,0,1,0
DG12 5NZ,0,6,3,1,3,0,0,0
DG12 5PA,0,2,1,1,0,0,0,0
DG12 5PB,0,4,0,1,1,0,0,0
DG12 5PD,0,1,0,1,1,0,0,0
DG12 5PE,0,0,0,4,4,9,2,0
DG12 5PF,1,0,1,0,2,0,0,0
DG12 5PG,1,0,14,0,4,1,0,0
DG12 5PH,0,0,8,0,0,0,0,0
DG12 5PJ,1,8,0,0,0,0,0,0
DG12 5PL,0,3,9,1,0,0,0,0
DG12 5PN,0,0,0,0,5,2,0,0
DG12 5PQ,0,0,0,8,0,0,1,0
DG12 5PR,0,2,1,0,0,2,1,0
DG12 5PS,0,3,0,3,4,4,2,0
DG12 5PT,4,4,1,0,1,0,0,0
DG12 5PU,0,0,2,2,0,0,0,0
DG12 5PW,0,0,0,0,8,0,0,0
DG12 5PX,0,1,2,4,2,0,0,0
DG12 5PY,0,0,0,0,1,1,0,0
DG12 5PZ,0,3,0,1,6,0,0,0
DG12 5QA,1,1,2,0,3,0,2,0
DG12 5QB,0,4,0,0,0,0,0,0
DG12 5QD,5,2,7,9,0,3,1,0
DG12 5QE,0,0,1,1,0,0,0,0
DG12 5QF,0,0,1,14,0,0,0,0
DG12 5QG,0,2,3,1,1,0,0,0
DG12 5QH,0,0,0,0,0,0,0,0
DG12 5QJ,0,0,0,0,0,0,0,0
DG12 5QL,0,2,6,2,0,2,0,0
DG12 5QN,0,0,0,0,2,0,0,0
DG12 5QP,2,0,0,1,0,25,4,0
DG12 5QQ,0,0,0,1,2,3,2,0
DG12 5QR,0,20,0,0,0,0,7,0
DG12 5QS,2,12,0,0,0,0,7,0
DG12 5QT,2,0,0,0,2,0,0,0
DG12 5QU,0,0,0,0,0,0,0,0
DG12 5QW,0,0,0,0,2,13,0,0
DG12 5QX,18,5,4,0,0,0,9,0
DG12 5QY,0,2,0,4,1,2,2,0
DG12 5QZ,0,1,0,2,0,0,0,0
DG12 6JS,0,10,10,0,0,0,0,0
DG12 6JT,0,6,7,0,0,0,0,0
DG12 6JU,0,4,10,9,1,0,0,0
DG12 6JW,9,7,8,0,0,0,0,0
DG12 6JX,16,37,10,0,0,0,0,0
DG12 6JY,12,20,2,0,0,0,7,0
DG12 6LA,0,0,6,0,0,0,0,0
DG12 6LB,0,0,10,0,0,0,1,0
DG12 6LD,1,1,0,0,0,1,0,0
DG12 6LE,0,0,0,2,1,1,1,0
DG12 6LF,0,10,6,0,0,0,1,0
DG12 6LG,0,0,2,0,0,0,0,0
DG12 6LH,0,4,36,2,3,0,1,0
DG12 6LL,0,1,3,3,0,2,1,0
DG12 6LN,0,0,0,8,3,0,0,0
DG12 6LP,12,5,0,0,0,0,0,0
DG12 6LQ,0,17,1,0,0,0,0,0
DG12 6LR,12,49,4,0,0,0,2,0
DG12 6LS,12,38,1,0,0,0,7,0
DG12 6LT,12,24,6,0,0,0,11,0
DG12 6LU,12,11,1,0,0,0,0,0
DG12 6LW,0,14,0,0,0,0,0,0
DG12 6LX,8,0,0,0,0,0,0,0
DG12 6LY,0,0,0,0,0,0,0,0
DG12 6LZ,0,0,16,0,0,0,0,0
DG12 6NA,0,0,2,1,0,0,0,0
DG12 6NB,0,0,4,3,9,6,3,0
DG12 6ND,8,0,32,3,16,4,0,0
DG12 6NF,0,0,0,2,4,0,0,0
DG12 6NG,0,8,0,0,0,0,0,0
DG12 6NH,5,5,0,0,0,0,0,0
DG12 6NJ,8,3,4,3,2,1,0,0
DG12 6NL,4,2,0,0,0,0,0,0
DG12 6NN,0,39,16,2,2,0,23,0
DG12 6NQ,0,0,0,0,0,0,0,0
DG12 6NR,0,0,6,7,9,1,0,0
DG12 6NS,0,0,1,10,7,1,0,0
DG12 6NT,0,8,0,0,0,0,0,0
DG12 6NU,2,30,15,2,1,1,0,0
DG12 6BW,0,0,0,0,0,0,0,0
DG12 6BX,1,5,0,0,0,0,0,0
DG12 6BY,31,2,3,1,0,0,3,0
DG12 6BZ,16,10,0,0,0,0,0,0
DG12 6DA,0,30,4,0,0,0,1,0
DG12 6DB,4,3,0,0,0,0,2,0
DG12 6DD,0,55,0,0,0,0,1,0
DG12 6DE,0,38,0,0,0,0,1,0
DG12 6DF,8,1,0,0,0,0,0,0
DG12 6DG,0,5,15,0,0,0,0,0
DG12 6DH,18,8,6,0,0,0,0,0
DG12 6DJ,1,4,1,0,0,0,0,0
DG12 6DL,1,1,0,0,0,0,0,0
DG12 6DP,0,1,1,1,0,0,1,0
DG12 6DQ,0,10,4,0,0,0,0,0
DG12 6DR,0,0,2,1,0,0,0,0
DG12 6DS,0,2,1,1,0,0,0,0
DG12 6DT,0,2,1,0,0,0,0,0
DG12 6DU,3,2,1,0,0,1,3,0
DG12 6DW,1,2,0,2,0,0,0,0
DG12 6DX,0,0,0,12,0,1,0,0
DG12 6DY,0,0,0,0,19,15,4,0
DG12 6DZ,2,1,10,0,0,0,0,0
DG12 6EA,0,0,1,2,0,0,0,0
DG12 6EB,1,4,0,0,0,0,0,0
DG12 6ED,0,2,1,0,0,0,0,0
DG12 6EE,0,1,0,0,0,0,1,0
DG12 6EF,0,2,12,5,1,0,0,0
DG12 6EG,5,7,2,0,0,0,0,0
DG12 6EH,0,0,0,0,0,0,0,0
DG12 6EJ,0,0,0,0,0,0,0,0
DG12 6EL,0,0,0,20,13,2,0,0
DG12 6EN,0,0,2,0,0,0,0,0
DG12 6EP,0,0,0,1,9,2,1,0
DG12 6EQ,3,0,0,0,0,0,0,0
DG12 6ER,0,0,0,12,12,4,0,0
DG12 6ES,0,0,0,0,14,1,0,0
DG12 6ET,0,0,0,2,1,2,0,0
DG12 6EU,0,0,0,0,2,2,0,0
DG12 6EW,0,0,0,1,1,2,1,0
DG12 6EX,0,0,0,7,7,4,0,0
DG12 6EY,0,0,0,5,12,4,0,0
DG12 6EZ,0,0,0,3,5,0,0,0
DG12 6FB,0,0,0,0,0,0,0,0
DG12 6FD,30,10,0,0,0,0,0,0
DG12 6FE,0,3,3,0,0,0,0,0
DG12 6FF,0,0,0,0,3,0,0,0
DG12 6GA,0,0,0,0,2,0,0,0
DG12 6GB,0,0,0,0,2,2,0,0
DG12 6GN,0,0,0,0,0,0,0,0
DG12 6GS,0,0,0,0,0,0,0,0
DG12 6GT,0,0,0,0,0,0,0,0
DG12 6GY,0,0,0,3,5,6,0,0
DG12 6HA,5,0,0,0,0,0,0,0
DG12 6HB,10,4,1,0,0,0,0,0
DG12 6HD,23,18,4,0,0,0,0,0
DG12 6HE,0,0,0,2,15,4,0,0
DG12 6HF,0,2,1,13,5,8,6,0
DG12 6HG,12,3,1,0,0,0,0,0
DG12 6HH,0,0,0,2,9,0,0,0
DG12 6HJ,0,0,0,0,5,4,1,0
DG12 6HL,1,0,0,1,6,4,0,0
DG12 6HN,0,0,0,0,4,3,1,0
DG12 6HP,1,0,20,0,1,0,0,0
DG12 6HQ,2,16,4,0,0,0,0,0
DG12 6HR,0,0,0,1,10,0,0,0
DG12 6HT,0,0,0,1,12,0,0,0
DG12 6HU,0,0,0,1,1,1,1,0
DG12 6HW,0,0,5,6,0,0,0,0
DG12 6HX,0,0,0,0,19,2,0,0
DG12 6HY,0,0,0,0,0,0,0,0
DG12 6HZ,16,4,0,0,0,0,0,0
DG12 6JB,6,9,9,0,0,0,0,0
DG12 6JD,6,8,5,0,0,0,0,0
DG12 6JE,2,9,5,2,1,0,0,0
DG12 6JF,0,2,0,0,0,0,1,0
DG12 6JG,1,1,6,4,5,1,1,0
DG12 6JH,2,0,1,1,0,0,1,0
DG12 6JJ,0,0,0,0,0,0,0,0
DG12 6JL,6,8,4,0,0,0,0,0
DG12 6JN,4,5,2,0,0,0,0,0
DG12 6JP,0,0,0,0,0,2,0,0
DG12 6JQ,1,0,3,1,0,0,0,0
DG12 6JR,1,0,1,1,0,0,0,0
DG12 6RN,1,1,0,1,0,0,0,0
DG12 6RP,0,10,19,10,2,4,0,0
DG12 6RQ,0,3,0,1,1,2,0,0
DG12 6RR,0,1,1,0,1,0,0,0
DG12 6RS,0,1,3,0,3,0,3,0
DG12 6RU,0,0,0,0,0,0,1,0
DG12 6RW,0,0,1,1,4,2,0,0
DG12 6RX,0,0,0,0,0,0,0,0
DG12 6RY,0,0,0,0,1,0,0,0
DG12 6RZ,0,1,1,0,0,0,0,0
DG12 6SA,0,0,0,0,1,0,4,0
DG12 6SB,0,1,1,0,8,9,2,0
DG12 6SD,1,2,3,2,0,0,1,0
DG12 6SE,2,3,2,0,0,0,2,0
DG12 6SF,0,12,0,0,0,0,0,0
DG12 6SG,2,1,3,0,0,0,0,0
DG12 6SH,1,3,0,0,2,4,1,0
DG12 6SJ,0,0,1,0,6,1,5,0
DG12 6SL,0,0,0,3,1,0,0,0
DG12 6SN,0,2,4,12,12,9,16,0
DG12 6SP,0,0,1,0,1,0,0,0
DG12 6SQ,1,0,2,4,2,3,1,0
DG12 6SR,2,0,1,0,0,0,0,0
DG12 6SS,0,4,0,0,0,0,0,0
DG12 6ST,0,2,0,1,0,0,0,0
DG12 6SU,0,2,5,5,4,5,2,0
DG12 6SW,1,3,1,1,2,4,0,0
DG12 6NW,0,0,3,2,1,0,0,0
DG12 6NX,3,11,5,11,11,0,0,0
DG12 6NY,0,8,0,0,0,0,0,0
DG12 6NZ,2,26,3,0,0,0,1,0
DG12 6PA,0,0,3,0,3,1,1,0
DG12 6PB,0,0,0,0,0,0,0,0
DG12 6PD,0,0,0,0,0,1,0,0
DG12 6PE,0,2,1,4,0,0,0,0
DG12 6PF,0,4,4,0,0,0,0,0
DG12 6PG,8,6,6,0,0,0,17,0
DG12 6PH,0,30,5,0,0,0,0,0
DG12 6PJ,0,29,0,0,0,2,0,0
DG12 6PN,3,16,2,0,0,0,0,0
DG12 6PP,8,10,1,2,0,0,0,0
DG12 6PQ,2,16,2,0,0,0,0,0
DG12 6PR,0,11,2,1,1,0,0,0
DG12 6PS,0,6,0,0,0,0,3,0
DG12 6PT,0,9,2,0,0,0,5,0
DG12 6PU,0,11,0,0,0,0,0,0
DG12 6PW,13,14,4,0,0,0,0,0
DG12 6PX,0,7,0,0,0,0,4,0
DG12 6PY,0,8,0,0,0,0,3,0
DG12 6PZ,2,1,2,0,1,0,0,0
DG12 6QA,1,1,4,2,3,0,0,0
DG12 6QB,0,6,0,0,0,0,0,0
DG12 6QD,0,12,7,2,0,0,0,0
DG12 6QE,0,23,6,2,0,0,2,0
DG12 6QF,0,9,11,2,0,0,1,0
DG12 6QG,0,0,0,12,0,0,0,0
DG12 6QH,0,0,6,4,0,0,0,0
DG12 6QJ,16,16,3,0,0,0,0,0
DG12 6QN,0,5,0,0,0,0,0,0
DG12 6QP,0,1,0,0,4,1,0,0
DG12 6QQ,8,9,0,0,0,0,0,0
DG12 6QR,0,0,1,3,2,2,1,0
DG12 6QS,0,2,5,0,0,2,0,0
DG12 6QT,3,1,1,0,0,0,1,0
DG12 6QU,0,1,1,5,0,0,0,0
DG12 6QW,0,2,1,1,2,3,0,0
DG12 6QX,3,2,2,2,13,0,2,0
DG12 6QY,0,3,3,1,2,2,0,0
DG12 6QZ,0,3,1,0,1,0,0,0
DG12 6RA,0,0,1,1,0,1,0,0
DG12 6RB,0,0,0,0,3,0,1,0
DG12 6RD,2,0,0,4,4,4,0,0
DG12 6RF,0,0,0,0,0,0,0,0
DG12 6RG,0,2,7,6,6,5,2,0
DG12 6RH,0,0,2,3,0,0,0,0
DG12 6RJ,0,1,2,0,1,0,0,0
DG12 6RL,0,0,0,0,1,0,0,0
DG13 0BQ,0,0,2,2,0,0,0,0
DG13 0DG,0,0,0,0,0,0,0,0
DG13 0DH,9,3,2,0,0,0,0,0
DG13 0DJ,1,3,4,2,0,0,0,0
DG13 0DL,2,1,0,0,0,0,0,0
DG13 0DN,0,0,1,4,2,0,3,0
DG13 0DP,0,0,0,1,3,0,0,0
DG13 0DQ,4,4,0,0,0,0,0,0
DG13 0DR,1,1,0,0,0,0,0,0
DG13 0DS,3,6,3,12,0,2,0,0
DG13 0DT,0,0,0,1,2,1,0,0
DG13 0DU,27,5,2,2,0,0,1,0
DG13 0DW,0,0,0,3,2,1,0,0
DG13 0DX,0,0,0,2,1,0,0,0
DG13 0DY,1,1,1,0,1,0,1,0
DG13 0DZ,7,5,11,3,0,0,0,0
DG13 0EA,10,5,3,2,0,0,0,0
DG13 0EB,0,1,0,1,2,0,0,0
DG13 0EE,0,0,0,0,2,9,2,0
DG13 0EF,0,0,0,0,0,1,1,0
DG13 0EG,0,1,0,0,3,1,2,0
DG13 0EH,20,0,0,0,0,0,0,0
DG13 0EJ,12,14,0,0,0,0,0,0
DG13 0EN,9,0,0,0,0,0,0,0
DG12 6SX,0,0,0,1,1,0,0,0
DG12 6SY,1,4,5,2,0,0,0,0
DG12 6SZ,0,0,0,0,3,0,0,0
DG12 6TB,0,2,0,2,2,0,1,0
DG12 6TD,0,1,5,4,0,1,1,0
DG12 6TE,0,0,0,1,0,0,0,0
DG12 6TF,0,2,2,2,2,1,0,0
DG12 6TG,1,5,1,0,5,0,0,0
DG12 6TH,0,3,7,0,3,1,0,0
DG12 6TJ,6,0,2,0,0,0,0,0
DG12 6TL,0,0,0,9,0,0,0,0
DG12 6TN,0,0,0,0,0,7,6,0
DG12 6TP,0,0,0,5,1,0,0,0
DG12 6TQ,1,0,0,1,3,3,0,0
DG12 6TR,0,0,0,4,0,1,0,0
DG12 6TS,0,0,0,0,0,0,0,0
DG12 6TT,0,0,21,0,0,0,0,0
DG12 6TU,0,0,1,1,1,0,0,0
DG12 6TW,0,0,0,1,38,1,0,0
DG12 6TX,0,0,2,2,3,2,1,0
