Postcode,Datazone2011,Datazone Population (2011),IZ2011 Code,IZ2011 Name,Local Authority Code,Local Authority Name,Community Health Partnership (CHP) Code,Community Health Partnership (CHP) Name,Health Board (HB) Code,Health Board (HB) Name,Locality,LHP Code
DG12 6NX,S01007675,595,S02001443,Eastriggs,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6NY,S01007674,773,S02001443,Eastriggs,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6NZ,S01007674,773,S02001443,Eastriggs,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6PA,S01007675,595,S02001443,Eastriggs,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6PB,S01007673,649,S02001443,Eastriggs,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6PD,S01007675,595,S02001443,Eastriggs,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6PE,S01007674,773,S02001443,Eastriggs,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6PF,S01007674,773,S02001443,Eastriggs,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6PG,S01007674,773,S02001443,Eastriggs,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6PH,S01007674,773,S02001443,Eastriggs,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6PJ,S01007673,649,S02001443,Eastriggs,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6PN,S01007675,595,S02001443,Eastriggs,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6PP,S01007674,773,S02001443,Eastriggs,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6PQ,S01007674,773,S02001443,Eastriggs,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6PR,S01007673,649,S02001443,Eastriggs,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6PS,S01007674,773,S02001443,Eastriggs,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6PT,S01007674,773,S02001443,Eastriggs,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6PU,S01007674,773,S02001443,Eastriggs,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6PW,S01007674,773,S02001443,Eastriggs,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6PX,S01007674,773,S02001443,Eastriggs,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6PY,S01007674,773,S02001443,Eastriggs,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6PZ,S01007673,649,S02001443,Eastriggs,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6QA,S01007675,595,S02001443,Eastriggs,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6QB,S01007673,649,S02001443,Eastriggs,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6QD,S01007673,649,S02001443,Eastriggs,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6QE,S01007673,649,S02001443,Eastriggs,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6QF,S01007673,649,S02001443,Eastriggs,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6QG,S01007674,773,S02001443,Eastriggs,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6QH,S01007673,649,S02001443,Eastriggs,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6QJ,S01007674,773,S02001443,Eastriggs,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6QN,S01007674,773,S02001443,Eastriggs,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6QP,S01007671,678,S02001442,Annan East,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6QQ,S01007674,773,S02001443,Eastriggs,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6QR,S01007671,678,S02001442,Annan East,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6QS,S01007671,678,S02001442,Annan East,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6QT,S01007671,678,S02001442,Annan East,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6QU,S01007671,678,S02001442,Annan East,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6QW,S01007671,678,S02001442,Annan East,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6QX,S01007671,678,S02001442,Annan East,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6QY,S01007671,835,S02001442,Annan East,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6QZ,S01007671,678,S02001442,Annan East,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6RA,S01007671,678,S02001442,Annan East,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6RB,S01007671,678,S02001442,Annan East,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6RD,S01007671,678,S02001442,Annan East,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6RF,S01007671,678,S02001442,Annan East,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6RG,S01007671,678,S02001442,Annan East,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6RH,S01007671,678,S02001442,Annan East,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6RJ,S01007671,678,S02001442,Annan East,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6RL,S01007671,678,S02001442,Annan East,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0BQ,S01007648,699,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0DG,S01007647,665,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0DH,S01007647,665,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0DJ,S01007647,665,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0DL,S01007647,665,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0DN,S01007647,665,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0DP,S01007647,665,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0DQ,S01007647,665,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0DR,S01007647,665,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0DS,S01007647,665,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0DT,S01007647,665,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0DU,S01007647,665,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0DW,S01007647,665,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0DX,S01007647,665,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0DY,S01007647,665,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0DZ,S01007647,665,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0EA,S01007647,665,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0EB,S01007647,665,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0EE,S01007647,665,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0EF,S01007646,543,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0EG,S01007647,543,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0EH,S01007647,665,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0EJ,S01007647,665,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0EN,S01007647,665,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6SX,S01007675,595,S02001443,Eastriggs,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6SY,S01007673,649,S02001443,Eastriggs,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6SZ,S01007671,678,S02001442,Annan East,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6TB,S01007675,595,S02001443,Eastriggs,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6TD,S01007675,595,S02001443,Eastriggs,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6TE,S01007675,595,S02001443,Eastriggs,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6TF,S01007675,595,S02001443,Eastriggs,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6TG,S01007675,595,S02001443,Eastriggs,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6TH,S01007675,595,S02001443,Eastriggs,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6TJ,S01007673,649,S02001443,Eastriggs,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6TL,S01007675,595,S02001443,Eastriggs,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6TN,S01007672,835,S02001443,Eastriggs,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6TP,S01007675,595,S02001443,Eastriggs,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6TQ,S01007675,595,S02001443,Eastriggs,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6TR,S01007675,595,S02001443,Eastriggs,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6TS,S01007661,634,S02001441,Annan West,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6TT,S01007661,634,S02001441,Annan West,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6TU,S01007675,595,S02001443,Eastriggs,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6TW,S01007675,595,S02001443,Eastriggs,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6TX,S01007667,1149,S02001442,Annan East,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6TY,S01007671,595,S02001442,Annan East,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6YG,S01007661,634,S02001441,Annan West,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 6YL,S01007661,634,S02001441,Annan West,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 9AB,S01007661,634,S02001441,Annan West,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG12 9AD,S01007661,634,S02001441,Annan West,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0AA,S01007648,699,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0AB,S01007648,699,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0AD,S01007647,665,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0AE,S01007647,665,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0AF,S01007648,699,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0AG,S01007649,715,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0AH,S01007648,699,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0AJ,S01007648,699,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0AL,S01007648,699,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0AN,S01007647,665,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0AP,S01007648,699,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0AQ,S01007649,715,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0AR,S01007648,699,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0AS,S01007648,699,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0AT,S01007648,699,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0AU,S01007648,699,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0AW,S01007648,699,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0AX,S01007648,699,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0AY,S01007648,699,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0AZ,S01007648,699,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0BA,S01007648,699,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0BB,S01007648,699,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0BD,S01007648,699,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0BE,S01007648,715,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0BF,S01007648,699,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0BG,S01007649,715,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0BH,S01007648,699,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0BJ,S01007649,715,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0BL,S01007648,699,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0BN,S01007646,543,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0LU,S01007649,715,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0LW,S01007646,543,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0ND,S01007646,543,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0NE,S01007646,543,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0NF,S01007646,543,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0NG,S01007646,543,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0NH,S01007646,543,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0NJ,S01007646,543,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0NL,S01007646,704,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0NN,S01007646,543,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0NQ,S01007646,543,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0NW,S01007646,543,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0NX,S01007646,543,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0NY,S01007646,543,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0NZ,S01007646,543,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0PA,S01007646,543,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0PB,S01007646,543,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
DG13 0PD,S01007646,543,S02001438,Langholm and Eskdale,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Annandale & Eskdale,8
